IATTC Vessel number,Register Status,Vessel,Flag,Gear,Fish hold volume (m3),Confirmation date,Carrying capacity (t),Port of registration,Registration number,IMO number,Call sign,Length (m),Length type,Beam (m),Depth (m),Gross tonnage (t),Engine power (HP),Year built,Shipyard,Company name,Business Address,Previous name,Previous flag,Notes,Image available?,Last modification
4229,,No. 651 Dong Won,Korea,Longline,596,,,Busan,2308001-6261106,9042740,6KAE,49.61,Length Registered,8.8,3.84,415,1000,1991,,"Dong Won Fisheries Company, Ltd.","4F 38 Dongmak-Ro 8-Gil, Mapo-Gu, Seoul, Korea",Fukuryu Maru No. 21 - Change to No. 651 Dong Won notified on 19 Sep 2023 (recorded on 20 Sep 2023) - Flag at time of change: Japan,Japan - Change to Korea notified on 19 Sep 2023 (recorded on 20 Sep 2023) - Vessel name at time of change: Fukuryu Maru No. 21,   ,Yes,03 Jun 2024
8121,,No. 707 Hae Cheon,Korea,Longline,530,,300,Busan,9411012-6210000,8821503,6NKL,49.91,Length Registered,8.8,3.84,423,1200,1989,"DaeDong Shipbuilding Company, Ltd.","Sea Sky Mulsan Company, Ltd.","111 Wonyang-ro, Seo-gu, Busan, Korea",Chungyong No. 75 - Change to No. 707 Hae Cheon notified on 16 Dec 2019 (recorded on 17 Dec 2019) - Flag at time of change: Korea,,   ,Yes,02 Feb 2021
8369,,No. 8 Kyung Yang,Korea,Longline,615,,340,Busan,9511029-6260009,9005297,DTAB7,49.77,Length Registered,9.2,3.85,442,1200,1990,"Shin-A Shipbuilding Company, Ltd.","Kyung Yang Fisheries Company, Ltd.","Won Yang Plaza B/D (Rm 507) 105, Wonyang-ro, Seo-Gu, Busan, Korea",Panalox 701 - Change to No. 8 Kyung Yang notified on 05 Apr 2021 (recorded on 05 Apr 2021) - Flag at time of change: Korea,,   ,Yes,05 Apr 2021
4435,,No. 808 Hae Cheon,Korea,Longline,524,,,Busan,1907001-6261401,9020118,6KSF,48.11,Length Registered,8.7,3.75,405,1000,1990,"Kanasashi Shipbuilding Company, Ltd.","Sea Sky Mulsan Company, Ltd.","111 Wonyang-ro, Seo-gu, Busan, Korea",Chokyu Maru No. 1 - Change to No. 808 Hae Cheon notified on 02 Nov 2020 (recorded on 03 Nov 2020) - Flag at time of change: Japan,Japan - Change to Korea notified on 02 Nov 2020 (recorded on 03 Nov 2020) - Vessel name at time of change: Chokyu Maru No. 1,   ,Yes,01 Sep 2022
8249,,Oryong No. 303,Korea,Longline,478,,280,Busan,9503031-6210002,8610643,HLHJ,47.21,Type of Length Unknown,8.7,3.75,384,1000,1986,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,02 May 2003
8251,,Oryong No. 305,Korea,Longline,478,,280,Busan,9505005-6210000,8703878,HLVJ,47.21,Type of Length Unknown,8.7,3.75,384,1000,1987,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8253,,Oryong No. 306,Korea,Longline,478,,280,Busan,9506103-6210009,8703880,HLVW,47.21,Type of Length Unknown,8.7,3.75,384,1000,1987,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8257,,Oryong No. 311,Korea,Longline,478,,280,Busan,9506102-6210000,8714164,DTDX,47.21,Type of Length Unknown,8.7,3.75,380,1000,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8261,,Oryong No. 315,Korea,Longline,478,,280,Busan,9502035-6210000,8714188,DTDZ,47.21,Type of Length Unknown,8.7,3.75,380,1000,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8263,,Oryong No. 316,Korea,Longline,478,,280,Busan,9504007-6210000,9042037,6MBQ,47.21,Type of Length Unknown,8.7,3.75,380,1000,1990,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8313,,Oryong No. 317,Korea,Longline,478,,280,Busan,9503034-6210009,9042049,6MBV,47.21,Type of Length Unknown,8.7,3.75,380,1000,1990,,"Sajo Seafood Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Korea",,,   ,Yes,20 Jun 2016
8319,,Oryong No. 325,Korea,Longline,574,,280,Busan,9504012-6210003,9019509,6MNZ,47.99,Type of Length Unknown,8.9,3.75,389,1200,1989,,"Sajo Seafood Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Korea",,,   ,Yes,20 Jun 2016
8267,,Oryong No. 353,Korea,Longline,496,,240,Busan,9704003-6260000,8703440,DTAN3,46.91,Length Registered,8.7,3.75,386,1000,1987,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,30 Jun 2020
8269,,Oryong No. 355,Korea,Longline,482,,280,Busan,0205002-6260008,8804062,DTBK6,48.01,Type of Length Unknown,8.6,3.75,380,1000,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
12191,,Oryong No. 371,Korea,Longline,566,,310,Busan,0311004-6261108,8904020,DTBN9,49.61,Type of Length Unknown,8.8,3.84,419,1000,1989,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
5381,,Oryong No. 373,Korea,Longline,568,,310,Busan,0709001-6261108,9159139,DTBU4,51.01,Type of Length Unknown,9,3.95,441,1000,1997,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Ryoun Maru No. 25 - Change to Oryong No. 373 notified on 29 Oct 2009 (recorded on 03 Nov 2009) - Flag at time of change: Unknown,Unknown - Change to Korea notified on 29 Oct 2009 (recorded on 03 Nov 2009) - Vessel name at time of change: Ryoun Maru No. 25,   ,No,20 Jun 2016
4923,,Oryong No. 375,Korea,Longline,502,,300,Busan,0901001-6261100,9152179,DTBW2,49.33,Type of Length Unknown,8.8,3.82,394,1000,1996,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Nissho Maru No. 8 - Change to Oryong No. 375 notified on 18 May 2009 (recorded on 22 May 2009) - Flag at time of change: Japan,Japan - Change to Korea notified on 18 May 2009 (recorded on 22 May 2009) - Vessel name at time of change: Nissho Maru No. 8,   ,Yes,20 Jun 2016
4903,,Oryong No. 377,Korea,Longline,498,,320,Busan,0911001-6261109,9047893,DTBX2,48.11,Type of Length Unknown,8.7,3.75,398,1000,1992,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Ryoei Maru No. 58 - Change to Oryong No. 377 notified on 02 Dec 2009 (recorded on 03 Dec 2009) - Flag at time of change: Japan,Japan - Change to Korea notified on 02 Dec 2009 (recorded on 03 Dec 2009) - Vessel name at time of change: Ryoei Maru No. 58,   ,Yes,20 Jun 2016
8285,,Oryong No. 708,Korea,Longline,532,,300,Busan,9504067-6210008,8709092,DTFR,49.9,Type of Length Unknown,8.8,3.84,414,1200,1987,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8289,,Oryong No. 712,Korea,Longline,532,,300,Busan,9512356-6260001,8717788,6LHG,49.91,Type of Length Unknown,8.8,3.84,416,1200,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8291,,Oryong No. 715,Korea,Longline,532,,300,Busan,9608001-6260006,8717867,DTAD8,49.61,Type of Length Unknown,8.8,3.84,416,1200,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8293,,Oryong No. 716,Korea,Longline,532,,300,Busan,9608002-6260005,8717879,DTAC3,49.61,Type of Length Unknown,8.8,3.84,416,1200,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8295,,Oryong No. 717,Korea,Longline,540,,300,Busan,9703002-6260003,8815683,DTAF2,49.61,Type of Length Unknown,8.8,3.84,416,1200,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8297,,Oryong No. 718,Korea,Longline,540,,300,Busan,9704004-6260009,8815695,DTAC6,49.61,Type of Length Unknown,8.8,3.84,416,1200,1988,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8301,,Oryong No. 722,Korea,Longline,540,,300,Busan,9712001-6260005,8829543,DTAG3,49.61,Type of Length Unknown,8.8,3.84,416,1200,1989,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8303,,Oryong No. 723,Korea,Longline,540,,300,Busan,9803001-6260002,9019315,DTAB8,49.61,Type of Length Unknown,8.8,3.84,446,1200,1990,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8305,,Oryong No. 725,Korea,Longline,540,,300,Busan,9904003-6260006,9041100,DTAC8,49.61,Type of Length Unknown,8.8,3.84,421,1200,1990,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",,,   ,Yes,20 Jun 2016
8393,,Oryong No. 731,Korea,Longline,510,,290,Busan,9512037-6260007,8920919,DTAD4,46.91,Type of Length Unknown,8.7,3.75,383,1200,1990,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Oyang No. 373 - Change to Oryong No. 731 notified on 19 Jul 2005 (recorded on 26 Aug 2005) - Flag at time of change: Korea,,   ,Yes,20 Jun 2016
8307,,Oryong No. 733,Korea,Longline,540,,300,Busan,9903005-6260006,9041112,6NSK,49.61,Type of Length Unknown,8.8,3.84,416,1200,1991,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Oryong No. 726 - Change to Oryong No. 733 notified on 05 Jul 2012 (recorded on 09 Jul 2012) - Flag at time of change: Korea,,   ,Yes,20 Jun 2016
5511,,Oryong No. 735,Korea,Longline,629,,,Busan,2210001-6261103,8821369,6KVC,49.16,Length Overall,8.9,3.85,419,1600,1989,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Shoshin Maru No. 82 - Change to Oryong No. 735 notified on 10 Nov 2022 (recorded on 11 Nov 2022) - Flag at time of change: Japan,Japan - Change to Korea notified on 10 Nov 2022 (recorded on 11 Nov 2022) - Vessel name at time of change: Shoshin Maru No. 82,   ,Yes,11 Nov 2022
4555,,Oryong No. 801,Korea,Longline,468,,310,Busan,0805001-6261104,8909604,DTBU7,47.51,Type of Length Unknown,8.7,3.75,387,1000,1989,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Wakashio Maru No. 86 - Change to Oryong No. 801 notified on 29 Oct 2009 (recorded on 03 Nov 2009) - Flag at time of change: Unknown,Unknown - Change to Korea notified on 29 Oct 2009 (recorded on 03 Nov 2009) - Vessel name at time of change: Wakashio Maru No. 86,   ,No,20 Jun 2016
4575,,Oryong No. 805,Korea,Longline,263,,,Busan,1507002-6261408,9178587,6KAI,49.2,Length Registered,8.8,3.85,432,1000,1997,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Shincho Maru No. 1 - Change to Oryong No. 805 notified on 17 Jun 2016 (recorded on 20 Jun 2016) - Flag at time of change: Japan,Japan - Change to Korea notified on 17 Jun 2016 (recorded on 20 Jun 2016) - Vessel name at time of change: Shincho Maru No. 1,   ,No,20 Jun 2016
18015,,Oryong No. 901,Korea,Longline,249,,,Busan,2212002-6261108,9895850,6KVF,34.99,Length Registered,7.46,2.9,199,984,2019,,"Sajo Industries Company, Ltd.","107-39 Tongil-Ro, Seodaemun-gu, Seoul, Republic of Korea",Chokyu Maru No. 88 - Change to Oryong No. 901 notified on 25 Aug 2022 (recorded on 17 Jan 2023) - Flag at time of change: Japan,Japan - Change to Korea notified on 25 Aug 2022 (recorded on 17 Jan 2023) - Vessel name at time of change: Chokyu Maru No. 88,   ,Yes,22 Feb 2023
8359,,Panalox 501,Korea,Longline,615,,340,Busan,9812004-6260000,8916358,DTAU9,49.47,Length Registered,9.2,3.85,427,1200,1990,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8361,,Panalox 502,Korea,Longline,615,,340,Busan,9812005-6260009,8916360,DTAV2,49.47,Length Registered,9.2,3.85,427,1200,1990,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8363,,Panalox 503,Korea,Longline,615,,340,Busan,9812002-6260002,8916372,DTAU4,49.47,Length Registered,9.2,3.85,427,1200,1990,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8365,,Panalox 505,Korea,Longline,615,,340,Busan,9812006-6260008,8916384,DTAV3,49.47,Length Registered,9.2,3.85,427,1200,1990,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8367,,Panalox 506,Korea,Longline,615,,340,Busan,9812003-6260001,8916396,DTAU5,49.47,Length Registered,9.2,3.85,427,1200,1990,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8349,,Shin Yung No. 51,Korea,Longline,545,,300,Busan,9512351-6260006,8714231,6LGQ,48.28,Length Registered,8.9,3.75,401,1200,1988,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8351,,Shin Yung No. 52,Korea,Longline,545,,300,Busan,9512358-6260009,8717984,6NJJ,48.28,Length Registered,8.9,3.75,401,1200,1988,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8355,,Shin Yung No. 55,Korea,Longline,615,,320,Busan,9512384-6260007,8815724,6MWP,49.77,Length Registered,9.2,3.85,424,1200,1989,,"Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8357,,Shin Yung No. 56,Korea,Longline,474,,260,Busan,9512328-6260005,8619326,HLWA,47.21,Length Registered,8.7,3.75,384,1000,1987,"Daesun Shipbuilding Company, Ltd.","Silla Company, Ltd.","30 Godeokbizvalley-ro 6-gil, Gangdong-gu, Seoul, Republic of Korea",,,   ,Yes,15 Apr 2025
8157,,SNB101,Korea,Longline,600,,322,Jung-gu,9508004-6260005,8717817,DTDV,49.91,Length Registered,8.8,3.84,397,1200,1988,,"SNB International Co., LTD.","1346 Hanjae-ro, Gangnam-myeon, Cheongdo-gun, Gyeongsangbuk-do, Republic of Korea",Dong Won No. 205 - Change to SNB101 notified on 17 Dec 2024 (recorded on 17 Dec 2024) - Flag at time of change: Korea,,   ,Yes,24 Jan 2025
8151,,SNB201,Korea,Longline,600,,347,Jung-gu,9508002-6260007,8714126,DTFU,49.91,Length Registered,8.8,3.84,410,1200,1988,,"SNB International Co., LTD.","1346 Hanjae-ro, Gangnam-myeon, Cheongdo-gun, Gyeongsangbuk-do, Republic of Korea",Dong Won No. 201 - Change to SNB201 notified on 17 Dec 2024 (recorded on 17 Dec 2024) - Flag at time of change: Korea,,   ,Yes,24 Jan 2025
8185,,Tonina No. 3,Korea,Longline,610,,324,Jung-gu,9411015-6210007,8821565,6NKJ,56.07,Length Overall,8.8,3.84,408,1200,1989,"Daesun Shipbuilding Company, Ltd.","Dongwon Industries Company, Ltd.","68 Mabang-Ro, Seocho-gu, Seoul, Korea",,,   ,Yes,04 Apr 2018
8187,,Tonina No. 5,Korea,Longline,610,,324,Jung-gu,9409001-6210008,9001423,6NKA,56.07,Length Overall,8.8,3.84,408,1200,1989,,"Dongwon Industries Company, Ltd.","68 Mabang-Ro, Seocho-gu, Seoul, Korea",,,   ,Yes,04 Apr 2018
18410,,Akumal,Mexico,Longline,,,,Mazatlán,0202044223-5,,,,Type of Length Unknown,,,,,,,"Pesca Ojos Negros, S.A. de C.V.",México,,,   ,No,27 Jul 2020
18411,,Alejandra I,Mexico,Longline,,,,Mazatlán,2503199123-9,,,,Type of Length Unknown,,,,,,,Procesadora de Productos del Mar Calisa S.A. de C.,"Mazatlan, Sinaloa, Mexico",,,   ,Yes,29 Apr 2025
18412,,Alejandra II,Mexico,Longline,,,,Mazatlán,2503126223-5,,,,Type of Length Unknown,,,,,,,Procesadora de Productos del Mar Calisa S.A. de C.,"Mazatlan, Sinaloa, Mexico",,,   ,Yes,06 Dec 2021
18413,,Aleyda Garcia,Mexico,Longline,,,,Puerto Peñasco,2601368723-9,,,,Type of Length Unknown,,,,,,,"Pesquera Meraz, S.A. de C.V.","Puerto Penasco, Sonora, México",,,   ,Yes,04 Jan 2022
18414,,Ali I,Mexico,Longline,,,,Mazatlán,2503034923-2,,,,Type of Length Unknown,,,,,,,"Pesquera Moneto, S.A. de C.V.",México,,,   ,Yes,27 Jul 2020
17405,,Ali II,Mexico,Longline,100,,,Mazatlán,2503035423-5,,,19.74,Length Registered,6.4,3.46,69,402,1997,,"Pesquera Moneto, S.A. de C.V.",México,,,   ,Yes,09 Aug 2021
18415,,Ali III,Mexico,Longline,,,,Mazatlán,2503198723-9,,,,Type of Length Unknown,,,,,,,"Pesquera Moneto, S.A. de C.V.",México,,,   ,No,27 Jul 2020
7533,,Altair,Mexico,Longline,,,,Manzanillo,0601065823-1,,,11.98,Type of Length Unknown,,,,,,,,"Manzanillo, Colima, Mexico",,,   ,Yes,04 Jan 2021
5337,,Andrea,Mexico,Longline,,,,Ensenada,0201386023-4,,,18.23,Type of Length Unknown,5.03,2.4,60,159,,,"Pesquera Rosamer, S.A. de C.V.","Boulevard Teniente Azueta No. 100-1, Recinto Portuario, Ensenada, México",Punta Abreojos III - Change to Andrea notified on 01 Nov 2010 (recorded on 02 Nov 2010) - Flag at time of change: Mexico,,   ,Yes,26 Mar 2023
14423,,Angelica,Mexico,Longline,,,,El Sauzal,0201242520-8,,,27.61,Type of Length Unknown,,,,,,,Her Grace Fisheries Incorporated,"18750 Deerhorn Valley Rd., Jamul, CA 91935, United States",,,   ,Yes,10 Aug 2010
17406,,Angelillo,Mexico,Longline,18,,,Mazatlán,2503022423-6,,,20.38,Length Registered,5.73,3.29,97,455,1998,,,,,,   ,Yes,25 Jun 2019
17407,,Arcamar,Mexico,Longline,64,,,Ensenada,2602317223-2,,,25.6,Length Registered,7.5,3.6,107,425,2000,,,,,,   ,No,25 Jun 2019
17408,,Arturo I,Mexico,Longline,9,,,Manzanillo,0601077123-3,,,22.22,Length Registered,3.2,1.6,22,220,2000,,C.P.P. Tiburoneros Y Escameros De Las Costas De Co,México,,,   ,Yes,04 Jan 2021
5195,,As de Oro,Mexico,Longline,47,,40,Ensenada,0201212423-2,,,17.9,Type of Length Unknown,5.55,2.55,67,365,1987,Astilleros Monarca S.A.,"Pesquera Pesca Mundo, S.A. de C.V.",,,,   ,Yes,27 Apr 2022
18416,,Bahia Carrizal I,Mexico,Longline,,,,Mazatlán,2503133623-5,,,,Type of Length Unknown,,,,,,,"MT Pesca Industrial, S.A. de C.V.","Calle Puerto Madero #1205, Col. Alfredo V. Bonfil, C.P. 82050 Mazatlán, Sinaloa, México",,,   ,No,27 Jul 2020
18417,,Bahia Carrizal III,Mexico,Longline,,,,Mazatlán,2503193923-8,,,,Type of Length Unknown,,,,,,,Pesca Med S.A. de C.V.,"Mazatlan, Sinaloa, México",,,   ,No,27 Jul 2020
18418,,Bahia de los Angeles I,Mexico,Longline,,,,Puerto Peñasco,2601182023-2,,,,Type of Length Unknown,,,,,,,"Pesquera Meraz, S.A. de C.V.","Puerto Penasco, Sonora, México",,,   ,Yes,01 Mar 2022
7569,,Bahia de Los Angeles VII,Mexico,Longline,,,,,0201126523-7,,,24.38,Type of Length Unknown,7.31,3.28,,564,,,"Pesquera Vira Del Mar, S.A. de C.V.",,,,   ,No,18 Feb 2003
6539,,Beatriz I,Mexico,Longline,,,,Mazatlán,2503014923-4,,,22.26,Type of Length Unknown,,,104,,,,"Pesca Integra de Alta Mar, S.A. de C.V.",México,,,   ,Yes,27 Jul 2020
17409,,Benito Garcia,Mexico,Longline,20,,,Topolobampo,2501579323-3,,,21.57,Length Registered,6.71,3.73,79,480,2001,,"S.C.P.P. Sucett, S.R.L. de C.V.",México,,,   ,No,13 Nov 2023
5635,,Blanca Estela IV,Mexico,Longline,,,,Mazatlán,0303048823-1,,,22.86,Type of Length Unknown,6.71,3.51,110,,,,,,,,   ,No,27 Jul 2020
17410,,Brasileño,Mexico,Longline,50,,,Puerto Peñasco,2601012823-2,,,20.12,Length Registered,5.5,3,85,470,1975,,"Pesquera Meraz, S.A. de C.V.","Puerto Penasco, Sonora, México",,,   ,Yes,27 Jul 2020
5565,,Calisureño IV,Mexico,Longline,,,,Ensenada,0201401923-3,,,21.06,Type of Length Unknown,6.1,3.15,106,,1977,,"S.C.P.P. RIB ""Leyes de Reforma,"" S.C. de R.L.","Av. Benito Juarez S/N, Col. Centro, Bahia Asuncion, México",,,   ,Yes,06 Mar 2023
5567,,Calisureño V,Mexico,Longline,,,,Salina Cruz,2503200823-5,,,21.12,Type of Length Unknown,6.4,3.6,113,,,,"S.C.P.P. RIB ""Leyes de Reforma,"" S.C. de R.L.","Av. Benito Juarez S/N, Col. Centro, Bahia Asuncion, México",,,   ,No,27 Jul 2020
14616,,Cap. Luis Pinel,Mexico,Longline,,,,Ensenada,0201240420-8,,,32.61,Type of Length Unknown,,,156,650,,,"Live Bait Ensenada, S.A. de C.V.","Boulevard Teniente Azueta No. 100, Recinto Portuario, Ensenada, Mexico",,,   ,No,28 May 2012
17411,,Capitan Maravilla,Mexico,Longline,16,,,Mazatlán,2503022523-7,,,21.62,Length Registered,6.04,3.25,97,365,2008,,"Comercializadora De Mariscos Maria Elisa, S.A. de ",México,,,   ,Yes,25 Jun 2019
17412,,Carmelita G,Mexico,Longline,54,,,Mazatlán,2503042323-6,,,21.7,Length Registered,6.3,3.4,114,585,1998,,Freddie Avila S.A. de C.V.,México,,,   ,Yes,25 Jun 2019
5165,,Centauro Del Norte,Mexico,Longline,50,,35,Ensenada,0201399123-7,,,19.81,Length Registered,6.7,3.5,104,480,1981,Frank Chase,"Corporación de Atuneros de Ensenada, S.A. de C.V.","Av. San Felipe No. 236-a, Fracc. Acapulco, México",Agresor - Change to Centauro Del Norte notified on 01 Mar 2013 (recorded on 06 Oct 2013) - Flag at time of change: Mexico,,   ,Yes,27 Jul 2020
14678,,Chelelo,Mexico,Longline,,,,Topolobampo,2501059923-8,,,22.26,Type of Length Unknown,,,101,415,,,S.C.P.P. De Bienes y Servicios Guasave Cuatrocient,"Algodones No. 466 Int. 2, Col. Electricista, Topolobampo, Sinaloa, México",,,   ,Yes,28 May 2012
17414,,Compa Chicho,Mexico,Longline,18,,,Guaymas,2602472423-1,,,16.58,Length Registered,5.48,2.65,37,320,1992,,"Pesquera Daerm, S.A. de C.V.",México,,,   ,No,25 Jun 2019
7575,,Conquistador II,Mexico,Longline,,,,El Sauzal,0201005423-5,,,17.9,Type of Length Unknown,,,,,,,,,,,   ,Yes,27 Jul 2020
5177,,Corina del Mar,Mexico,Longline,30,,20,Ensenada,0201119933-8,,,15.87,Type of Length Unknown,6,5.03,60,365,1986,Astilleros Ciudad del Carmen,Pesquera Lacandones Del Pacifico SRL de C.V.,"Av. Inglaterra No. 824, Col. Las Lomitas, Ensenada, México",,,   ,Yes,26 Mar 2023
17415,,Cozar IX,Mexico,Longline,45,,,Guaymas,2602001523-6,,,21.13,Length Registered,6,3.14,89,520,1980,,"Inversiones Bacochibampo, S.A. de C.V.",México,,,   ,No,25 Jun 2019
17416,,Cozar XIX,Mexico,Longline,42,,,Guaymas,2602002223-5,,,21.48,Length Registered,6,3.41,89,520,1977,,"Inversiones Bacochibampo, S.A. de C.V.",México,,,   ,No,25 Jun 2019
18419,,Crustaceos I,Mexico,Longline,,,,Salina Cruz,2003009823-3,,,,Type of Length Unknown,,,,,,,"S.C.P.P. RIB ""Leyes de Reforma,"" S.C. de R.L.","Av. Benito Juarez S/N, Col. Centro, Bahia Asuncion, México",,,   ,No,27 Jul 2020
17417,,Dagio,Mexico,Longline,34,,,Guaymas,2602030223-8,,,21.05,Length Registered,6.17,3.14,86,425,1981,,"Pesquera Bacochibampo, S.A. de C.V.",México,,,   ,Yes,14 May 2021
5181,,Damasta,Mexico,Longline,60,,15,Ensenada,0201082433-6,,,20.42,Type of Length Unknown,6.09,3.17,83,365,1978,Delta Marine,"Naviera Mexicana San Bernardo, S.A. de C.V.","Ave. Topacio No. 329, Loc. 2, Valle Dorado, Ensenada",,,   ,Yes,13 Aug 2002
17418,,Don Agustin,Mexico,Longline,65,,,Mazatlán,2503010823-5,,,20,Length Registered,6,3,69,402,1995,,"Pesquera Jusajeli, S.A. de C.V.",México,,,   ,Yes,26 Mar 2023
17419,,Don Agustin III,Mexico,Longline,52,,,Mazatlán,2503000723-5,,,25,Length Registered,7,4,89,540,1997,,"Pesquera Jusajeli, S.A. de C.V.",México,,,   ,Yes,05 Feb 2021
17420,,Don Agustin IV,Mexico,Longline,95,,,Mazatlán,2503000823-3,,,25,Length Registered,7,4,89,540,1998,,"Pesquera Jusajeli, S.A. de C.V.",México,,,   ,Yes,02 Mar 2021
