"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV6771,Fishing,"LEILA JO",,"New Zealand","New Zealand",ZME6493,901374,9214460,125.00,Trawler,MWT,23.9,LOA,"PEGASUS FISHING LIMITED","PO BOX 138 LYTTELTON 8841","New Zealand","PEGASUS FISHING LIMITED","PO BOX 138 LYTTELTON 8841","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2749,Fishing,"LIGHTNING II",,"New Zealand","New Zealand",ZMR5086,63788,,3.50,MULTI,UNCL,8.2,LOA,"ROSS TONY JAMIESON","STATE HIGHWAY 35 RD 3 WAIHAU BAY OPOTIKI 3199","New Zealand","ROSS TONY JAMIESON","STATE HIGHWAY 35 RD 3 WAIHAU BAY OPOTIKI 3199","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5646,Fishing,LIQUIDATOR,"MISS DALMACHA","New Zealand","New Zealand",ZMG2590,901104,,21.00,MULTI,UNCL,18.3,LOA,"READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 MERIBURN;CLARENCE KAIKOURA 7371","New Zealand","READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 MERIBURN;CLARENCE KAIKOURA 7371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4012,Fishing,LOLITA,,"New Zealand","New Zealand",ZMR7244,9797,,7.50,MULTI,UNCL,10.7,LOA,"RODERICK JAMES ALRIK MCRAE","PO BOX 19 DANNEVIRKE 4942","New Zealand","PERRY WILLIAM HENSON, PAUL KENNETH CAMERON","24 CODDINGTON CRESCENT MASTERTON 5810","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2671,Fishing,"LIQUIDATOR III",,"New Zealand","New Zealand",ZMA2025,63464,,3.50,MULTI,UNCL,9,LOA,"JAK READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 KAIKOURA 7371","New Zealand","JAK READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 KAIKOURA 7371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4068,Fishing,"LION HEART",,"New Zealand","New Zealand",ZMS5267,900727,,15.50,"Other liners","LL,HAND",14.63,LOA,"IMERSION FISHING LIMITED","PO BOX 536 PICTON 7250","New Zealand","IMERSION FISHING LIMITED","PO BOX 536 PICTON 7250","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2066,Fishing,LEN,,"New Zealand","New Zealand",,10875,,0.20,MULTI,UNCL,3.8,LOA,"WARREN GRAHAM THORBURN","PO BOX 4015 KAMO WHANGAREI 141","New Zealand","WARREN GRAHAM THORBURN","PO BOX 4015 KAMO WHANGAREI 141","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2747,Fishing,LATITUDE,,"New Zealand","New Zealand",ZM2286,63783,,60.00,"Other liners","LL,TROL",19.2,LOA,"MALABAR FISHING LIMITED","PO BOX 371 WHANGAMATA 3691","New Zealand","MALABAR FISHING LIMITED","PO BOX 371 WHANGAMATA 3691","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3396,Fishing,"LADY LOU",,"New Zealand","New Zealand",ZMA3506,8284,,38.10,"Other liners","LL,HAND,TROL,UNCL",18,LOA,"DAVID CHARLES OLSEN","77A IMMS ROAD RD 1 AWANUI 486","New Zealand","DAVID CHARLES OLSEN","77A IMMS ROAD RD 1 AWANUI 486","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2577,Fishing,LAYLA,,"New Zealand","New Zealand",ZMA3456,62758,,10.00,"Other liners","LL,TROL,GILL,UNCL",12.2,LOA,"OCEAN PEARL FISHERIES LIMITED","4B CLERKE PLACE MARFELL NEW PLYMOUTH 4310","New Zealand","OCEAN PEARL FISHERIES LIMITED","4B CLERKE PLACE MARFELL NEW PLYMOUTH 4310","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5783,Fishing,"LADY JANE I",,"New Zealand","New Zealand",ZM5780,6137,,13.00,Trawler,MWT,11.6,LOA,"GLEN SCOTT PATTERSON","196 MOTURATA ROAD RD 1 TAIERI MOUTH BRIGHTON 9091","New Zealand","GLEN SCOTT PATTERSON","196 MOTURATA ROAD RD 1 TAIERI MOUTH BRIGHTON 9091","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3481,Fishing,"LATHAM BAY",,"New Zealand","New Zealand",ZMA3809,90015,,20.00,Trawler,MWT,11.2,LOA,"NATHAN HINES FISHING LIMITED","PO BOX 13 WINCHESTER 7958","New Zealand","NATHAN HINES FISHING LIMITED","PO BOX 13 WINCHESTER 7958","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3299,Fishing,L'AVENIR,,"New Zealand","New Zealand",ZM4505,7463,,44.00,Trawler,MWT,15.4,LOA,"MARK ALEN SEMMENS","11 NORTH CREST DRIVE ONERAHI WHANGAREI 110","New Zealand","MARK ALEN SEMMENS","11 NORTH CREST DRIVE ONERAHI WHANGAREI 110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3456,Fishing,LEGACY,,"New Zealand","New Zealand",ZM4277,86237,,32.00,"Other liners",UNCL,13.8,LOA,"GOTFISH LIMITED","PO BOX 60 BLUFF 9842","New Zealand","GOTFISH LIMITED","PO BOX 60 BLUFF 9842","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3287,Fishing,LEANDER,,"New Zealand","New Zealand",ZM7076,7331,,32.74,Trawler,MWT,16.29,LOA,"LEANDER CONTRACTORS LIMITED","111 WALLACETOWN LORNEVILLE HIGHWAY RD 4 INVERCARGILL 9874","New Zealand","LEANDER CONTRACTORS LIMITED","111 WALLACETOWN LORNEVILLE HIGHWAY RD 4 INVERCARGILL 9874","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3183,Fishing,LEGACY,,"New Zealand","New Zealand",ZMR7198,64015,,3.00,MULTI,UNCL,9.9,LOA,"MURRAY JAMES VANSTONE","MOTUNAU BEACH RD 1 GRETA VALLEY 7387","New Zealand","MURRAY JAMES VANSTONE","MOTUNAU BEACH RD 1 GRETA VALLEY 7387","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2350,Fishing,"LADY JANE",,"New Zealand","New Zealand",ZMR4035,407,,4.00,"Gill netters",GILL,8.7,LOA,"SEA CULTURE FISHERIES LIMITED","78 ERSKINE ROAD MAUNU WHANGAREI 110","New Zealand","SEA CULTURE FISHERIES LIMITED","78 ERSKINE ROAD MAUNU WHANGAREI 110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2254,Fishing,"LADY RUTH",,"New Zealand","New Zealand",ZM4855,2077,,45.27,"Other liners","LL,TROL",15.98,LOA,"ANTONI JOHN BUNT","PO BOX 44 PICTON 7250","New Zealand","ANTONI JOHN BUNT","PO BOX 44 PICTON 7250","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3341,Fishing,"LADY SARAH",,"New Zealand","New Zealand",ZM3846,8104,,30.00,MULTI,UNCL,14.1,LOA,"CROSBIE FISHING LIMITED","109 TUMMEL COURT GLENGARRY INVERCARGILL 9810","New Zealand","CROSBIE FISHING LIMITED","109 TUMMEL COURT GLENGARRY INVERCARGILL 9810","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5823,Fishing,KORUA,,"New Zealand","New Zealand",ZME8846,901161,,38.00,"Other liners","LL,HAND,MWT",19.5,LOA,"ODEY FISHING COMPANY LIMITED","PO BOX 157 TIMARU 7940","New Zealand","ODEY FISHING COMPANY LIMITED","PO BOX 157 TIMARU 7940","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2516,Fishing,"LADY HAMILTON",,"New Zealand","New Zealand",ZM6955,5861,,51.00,"Other liners","LL,TROL,UNCL",19.8,LOA,"B & G FISHING LIMITED","PO BOX 60 WHAKATANE 3158","New Zealand","B & G FISHING LIMITED","PO BOX 60 WHAKATANE 3158","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6874,Fishing,"LADY EMMA",,"New Zealand","New Zealand",,901386,,1.50,"Gill netters",GILL,5.9,LOA,"PRESTIGE FISHERIES LIMITED","265 PORCHESTER ROAD TAKANINI 2112","New Zealand","PRESTIGE FISHERIES LIMITED","265 PORCHESTER ROAD TAKANINI 2112","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4008,Fishing,"LA PETITE",,"New Zealand","New Zealand",,9691,,1.00,MULTI,"GILL,UNCL",5.5,LOA,"MARK NICHOLAS DONALDSON","3680 KAIPARA COAST HIGHWAY RD 4 WARKWORTH 984","New Zealand","MARK NICHOLAS DONALDSON","3680 KAIPARA COAST HIGHWAY RD 4 WARKWORTH 984","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6879,Fishing,KORU,,"New Zealand","New Zealand",,901442,,0.30,"Gill netters",GILL,4.8,LOA,"PETER ANTONY YARDLEY","5 TE OPI EAST ROAD WHAKAPIRAU RD1 MAUNGATUROTO 583","New Zealand","PETER ANTONY YARDLEY","5 TE OPI EAST ROAD WHAKAPIRAU RD1 MAUNGATUROTO 583","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2314,Fishing,"KOTUKU I",,"New Zealand","New Zealand",ZMV6478,3309,,8.00,"Other liners",LL,10,LOA,"BRIAN GEORGE KIDDIE","19 KOROWAI STREET MOUNT MAUNGANUI 3116","New Zealand","BRIAN GEORGE KIDDIE","19 KOROWAI STREET MOUNT MAUNGANUI 3116","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3944,Fishing,"LADY DOROTHY",,"New Zealand","New Zealand",ZM5436,9108,,85.71,Trawler,MWT,21.3,LOA,"SOUTHERN SCALLOPS LIMITED","PO BOX 483 DUNEDIN 9054","New Zealand","SOUTHERN SCALLOPS LIMITED","PO BOX 483 DUNEDIN 9054","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2070,Fishing,"KUAKA II",,"New Zealand","New Zealand",,10996,,0.30,"Gill netters",GILL,4.2,LOA,"RODGER GERARD DAY","188 RANUI ROAD RD 3 KAWAKAWA 283","New Zealand","RODGER GERARD DAY","188 RANUI ROAD RD 3 KAWAKAWA 283","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6825,Fishing,"LA MER",,"New Zealand","New Zealand",ZMG3241,63035,,5.00,MULTI,UNCL,10,LOA,"RANGIAURIA SEAFOODS LIMITED","KAINGAROA CHATHAM ISLANDS 8942","New Zealand","RANGIAURIA SEAFOODS LIMITED","KAINGAROA CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6914,Fishing,"LADY ASH",,"New Zealand","New Zealand",ZM2337,901438,,15.00,"Other liners",TROL,15.5,LOA,"SOMETHING BIG LIMITED","48 MAIN ROAD HAVELOCK 7100","New Zealand","SOMETHING BIG LIMITED","48 MAIN ROAD HAVELOCK 7100","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2616,Fishing,"LADY BRIDGET",,"New Zealand","New Zealand",ZMZ5705,63088,,9.30,MULTI,"GILL,UNCL",12,LOA,"DAMON JON COOPER","PO BOX 25 PORT CHALMERS 9050","New Zealand","DAMON JON COOPER","PO BOX 25 PORT CHALMERS 9050","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2385,Fishing,KOOLINDA,,"New Zealand","New Zealand",ZMZ4600,4370,,18.00,"Other liners",LL,11.6,LOA,"ANDREW CRUTCHLEY BERGVALL","43B TYREE ROAD RD 2 KERIKERI 295","New Zealand","ANDREW CRUTCHLEY BERGVALL","43B TYREE ROAD RD 2 KERIKERI 295","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3521,Fishing,KOPERE,,"New Zealand","New Zealand",ZMR7336,900409,,8.00,MULTI,UNCL,11.9,LOA,"MARAKAPIA FISHING COMPANY LIMITED","PO BOX 105 WAITANGI CHATHAM ISLANDS 8942","New Zealand","MARAKAPIA FISHING COMPANY LIMITED","PO BOX 105 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2156,Fishing,KILIN,,"New Zealand","New Zealand",ZM2519,15589,,25.00,"Other liners","TROL,UNCL",10.4,LOA,"NEVILLE ERIC SEWARD","PO BOX 338 WHITIANGA 3542","New Zealand","NEVILLE ERIC SEWARD","PO BOX 338 WHITIANGA 3542","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5974,Fishing,KJ,,"New Zealand","New Zealand",,901183,,0.75,"Other liners","LL,HAND,TROL,GILL,UNCL",5.95,LOA,"IVORY PACIFIC LIMITED","414 SUPPLEJACK VALLEY ROAD RD1 UPPER MOUTERE 7173","New Zealand","IVORY PACIFIC LIMITED","414 SUPPLEJACK VALLEY ROAD RD1 UPPER MOUTERE 7173","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4344,Fishing,KOBUS,"BARRON FISHING LTD","New Zealand","New Zealand",ZME2185,900869,8716203,169.00,MULTI,UNCL,29,LOA,"WAIKAWA FISHING CO LIMITED","PO BOX 569 PICTON 7250","New Zealand","WAIKAWA FISHING CO LIMITED","PO BOX 569 PICTON 7250","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV3484,Fishing,KERRISMA,,"New Zealand","New Zealand",ZMA3137,90029,,15.00,MULTI,UNCL,13,LOA,"ROBERT ANDREW CHARLES WALLACE","58 ROCKS HIGHWAY RIVERTON ROCKS RIVERTON 9822","New Zealand","ROBERT ANDREW CHARLES WALLACE","58 ROCKS HIGHWAY RIVERTON ROCKS RIVERTON 9822","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6464,Fishing,KIELLA,,"New Zealand","New Zealand",ZMG3220,901304,,50.00,"Other liners",LL,16.45,LOA,"MACNICOL FISHING LTD","PO BOX 44 WARKWORTH 941","New Zealand","MACNICOL FISHING LTD","PO BOX 44 WARKWORTH 941","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3350,Fishing,KIWI,,"New Zealand","New Zealand",ZM2507,8131,,17.48,"Other liners","HAND,TROL,UNCL",12.1,LOA,"BYX FISHING COMPANY LIMITED","PO BOX 82 CHARLESTON 7865","New Zealand","BYX FISHING COMPANY LIMITED","PO BOX 82 CHARLESTON 7865","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3981,Fishing,KINGFISHER,,"New Zealand","New Zealand",ZM3820,9363,,55.00,"Other liners","LL,TROL",15.8,LOA,"ANDREW BENNET FISHING LIMITED","3 ARGYLE AVE LEVIN 5510","New Zealand","ANDREW BENNET FISHING LIMITED","3 ARGYLE AVE LEVIN 5510","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3355,Fishing,KELLY-G,,"New Zealand","New Zealand",ZM2089,8146,,26.00,MULTI,UNCL,12.6,LOA,"COLIN ALFRED JOHNSON, KAREN ANN JOHNSON","27 THEODORE STREET BLUFF 9814","New Zealand","COLIN ALFRED JOHNSON, KAREN ANN JOHNSON","27 THEODORE STREET BLUFF 9814","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV5712,Fishing,KIRIANA,"EM OCEAN","New Zealand","New Zealand",ZMG2641,901121,,10.00,"Other liners","LL,HAND,GILL,UNCL",13,LOA,"ROYDEN GARTH FEARNLEY","PO BOX 1 KAIKOURA 7340","New Zealand","ROYDEN GARTH FEARNLEY","PO BOX 1 KAIKOURA 7340","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2731,Fishing,KODIAK,,"New Zealand","New Zealand",ZMV3681,63727,,7.00,"Gill netters",GILL,10.6,LOA,"RICHARD WILLIAM VERRENT","65 KAIMATA ROAD RD2 NAPIER 4182","New Zealand","RICHARD WILLIAM VERRENT","65 KAIMATA ROAD RD2 NAPIER 4182","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6805,Fishing,"KATIE M","LUCKY FISH","New Zealand","New Zealand",,901139,,0.80,MULTI,UNCL,5.4,LOA,"MATTHEW JASON CALDWELL","234A TE RONGO ROAD RD 4 WHANGAREI 174","New Zealand","MATTHEW JASON CALDWELL","234A TE RONGO ROAD RD 4 WHANGAREI 174","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3961,Fishing,KATRINA,,"New Zealand","New Zealand",ZM3228,9215,,29.00,"Other liners","LL,TROL",14.6,LOA,"JOHN GARTH KING","P.O.BOX 117 MANGONUI 442","New Zealand","JOHN GARTH KING","P.O.BOX 117 MANGONUI 442","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2417,Fishing,"KELLY JEAN",,"New Zealand","New Zealand",ZMR9259,44452,,10.40,"Other liners",LL,11.9,LOA,"KEVIN RUSTON TIERNEY","88 POPE STREET CAMBORNE PORIRUA 5026","New Zealand","KEVIN RUSTON TIERNEY","88 POPE STREET CAMBORNE PORIRUA 5026","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2600,Fishing,"KATHLEEN G",,"New Zealand","New Zealand",ZMKG,62926,,48.00,"Other liners","TROL,MWT",15.7,LOA,"MAADHOUSE LIMITED","8 WAIREKA ROAD RD 2 NELSON 7072","New Zealand","MAADHOUSE LIMITED","8 WAIREKA ROAD RD 2 NELSON 7072","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3915,Fishing,KEEPA,,"New Zealand","New Zealand",ZMX2263,900683,,3.00,"Other liners","LL,GILL",6.1,LOA,"KINGI KAAKA WIKI","6725 FAR NORTH ROAD RD 4 KAITAIA 484","New Zealand","KINGI KAAKA WIKI","6725 FAR NORTH ROAD RD 4 KAITAIA 484","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2553,Fishing,"KAY DEE",,"New Zealand","New Zealand",ZMA3681,62234,,36.00,"Other seiners",UNCL,12.97,LOA,"ARTHUR JOHN HARVEY","543 STATE HIGHWAY 14 RD 9 WHANGAREI 179","New Zealand","ARTHUR JOHN HARVEY","543 STATE HIGHWAY 14 RD 9 WHANGAREI 179","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2237,Fishing,KAWHIA,"SAN KAWHIA","New Zealand","New Zealand",ZMA3114,2031,,64.00,Trawler,MWT,18.1,LOA,"GREGORY SAMUEL HAYES","68 SHERWOOD ROAD ONERAHI WHANGAREI 110","New Zealand","GREGORY SAMUEL HAYES","68 SHERWOOD ROAD ONERAHI WHANGAREI 110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4137,Fishing,KAYLEE,KAYLEE,"New Zealand","New Zealand",,900759,,0.50,"Gill netters",GILL,4.3,LOA,"WARREN PAUL BENNETT","3411 POURERERE ROAD POURERERE WAIPAWA 4271","New Zealand","WARREN PAUL BENNETT","3411 POURERERE ROAD POURERERE WAIPAWA 4271","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6759,Fishing,KAWATEA,,"New Zealand","New Zealand",ZMKT,901219,8619508,523.00,"Other liners","LL,UNCL",38.65,LOA,"OKAINS BAY VESSEL HOLDINGS LIMITED","PO BOX 170 LYTTELTON 8841","New Zealand","OKAINS BAY SEAFOOD LIMITED","PO BOX 170 LYTTELTON 8841","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6792,Fishing,"KAYLEIGH N",,"New Zealand","New Zealand",ZMX6431,901383,,21.00,"Other liners","LL,UNCL",15.2,LOA,"PAUL JEROME REINKE","11 CROMER STREET KAIKOURA 7300","New Zealand","PAUL JEROME REINKE","11 CROMER STREET KAIKOURA 7300","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3455,Fishing,KAR-REECE,,"New Zealand","New Zealand",ZMA3659,86235,,24.00,MULTI,UNCL,17.5,LOA,"TANE RONALD HENRY FISHER, MAREE ELIZABETH FISHER","6 BARKER PLACE WAIKIWI INVERCARGILL 9810","New Zealand","TANE RONALD HENRY FISHER, MAREE ELIZABETH FISHER","6 BARKER PLACE WAIKIWI INVERCARGILL 9810","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV3321,Fishing,"JUNE I",,"New Zealand","New Zealand",ZM82491,7600,,25.00,"Other liners","TROL,UNCL",12.97,LOA,"PETA MARGARET ROBERTSON, MANUEL KARETAI ROBERTSON","152 FOYLE STREET BLUFF 9814","New Zealand","PETA MARGARET ROBERTSON, MANUEL KARETAI ROBERTSON","152 FOYLE STREET BLUFF 9814","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3180,Fishing,KARIN,,"New Zealand","New Zealand",ZM3028,900538,,49.50,"Other liners",TROL,15.47,LOA,"DEAN IVAN THOMPSON","PO BOX 63 WESTPORT 7866","New Zealand","DEAN IVAN THOMPSON","PO BOX 63 WESTPORT 7866","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2252,Fishing,KAIPARA,"SAN KAIPARA","New Zealand","New Zealand",ZMA3113,2066,,64.00,"Other liners","LL,HAND,TROL,UNCL",18.1,LOA,"DOUGLAS ARGYLE DOBBS","22 JOHNSON ROAD RD 4 OHINEWAI 3784","New Zealand","DOUGLAS ARGYLE DOBBS","22 JOHNSON ROAD RD 4 OHINEWAI 3784","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6831,Fishing,"KAI ARAHI","THE BEAST","New Zealand","New Zealand",,901023,,0.90,MULTI,"GILL,UNCL",5.2,LOA,"KAEO FISHING COMPANY LIMITED","PO BOX 217 CAMBRIDGE 3450","New Zealand","KAEO FISHING COMPANY LIMITED","PO BOX 217 CAMBRIDGE 3450","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6788,Fishing,KAITIAKI,,"New Zealand","New Zealand",,901290,,900.00,MULTI,UNCL,4.8,LOA,"PIRATE CONTRACTING LIMITED","PO BOX 711 PARAPARAUMU 5254","New Zealand","PIRATE CONTRACTING LIMITED","PO BOX 711 PARAPARAUMU 5254","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2443,Fishing,JUNO,,"New Zealand","New Zealand",ZMV3618,44639,,3.00,MULTI,UNCL,6.9,LOA,"TERRY ROY MCLEELY","PO BOX 4 TOKOMARU BAY 4047","New Zealand","TERRY ROY MCLEELY","PO BOX 4 TOKOMARU BAY 4047","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3515,Fishing,KARIZMA,,"New Zealand","New Zealand",ZMQ9530,900393,,3.00,MULTI,UNCL,8.5,LOA,"ROBERT BRUCE MATTHEWS","30 L SULLIVANS ROAD PAIHIA 200","New Zealand","ROBERT BRUCE MATTHEWS","30 L SULLIVANS ROAD PAIHIA 200","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2339,Fishing,KAITI,,"New Zealand","New Zealand",ZM5082,4009,,74.87,Trawler,MWT,21.3,LOA,"THE TAURANGA FISHING COMPANY LIMITED","PO BOX 14246 TAURANGA MAIL CENTRE TAURANGA 3143","New Zealand","THE TAURANGA FISHING COMPANY LIMITED","PO BOX 14246 TAURANGA MAIL CENTRE TAURANGA 3143","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2432,Fishing,KAIKOURA,,"New Zealand","New Zealand",ZMQ6287,44582,,2.00,MULTI,UNCL,7.3,LOA,"MURRAY JAMES DOLMAN","50 PILMER ROAD RD 1 GISBORNE 4071","New Zealand","MURRAY JAMES DOLMAN","50 PILMER ROAD RD 1 GISBORNE 4071","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2513,Fishing,"JOY MAREE",,"New Zealand","New Zealand",ZM2399,5841,,20.94,Trawler,MWT,12.19,LOA,"LEGACY FISHING LIMITED","20 TUI DRIVE PICTON 7220","New Zealand","LEGACY FISHING LIMITED","20 TUI DRIVE PICTON 7220","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6837,Fishing,JONNIE,,"New Zealand","New Zealand",,901398,,0.50,MULTI,UNCL,4,LOA,"JONATHAN CLAYTON WRIGHT","48 PRISK ST MELVILLE HAMILTON 3206","New Zealand","JONATHAN CLAYTON WRIGHT","48 PRISK ST MELVILLE HAMILTON 3206","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5481,Fishing,KALANI,,"New Zealand","New Zealand",ZMG2552,901067,,1.00,MULTI,UNCL,6.3,LOA,"NICHOLAS MANUEL CAMERON","PO BOX 156 WAITANGI CHATHAM ISLANDS 8942","New Zealand","NICHOLAS MANUEL CAMERON","PO BOX 156 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6777,Fishing,"KAREN LOUISE",,"New Zealand","New Zealand",ZMQ1234,901256,,14.00,MULTI,UNCL,14.3,LOA,"NANCY KAY II FISHING COMPANY LIMITED","WAITANGI TUKU ROAD WAITANGI CHATHAM ISLANDS 8942","New Zealand","NANCY KAY II FISHING COMPANY LIMITED","WAITANGI TUKU ROAD WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2106,Fishing,JO-MARIE,,"New Zealand","New Zealand",ZMQ5348,11468,,4.50,"Gill netters","GILL,UNCL",9,LOA,"RONALD JOHN MATICH","28 JELLICOE ROAD RUAWAI 530","New Zealand","RONALD JOHN MATICH","28 JELLICOE ROAD RUAWAI 530","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2143,Fishing,JENNY,,"New Zealand","New Zealand",,15417,,0.50,"Gill netters",GILL,5,LOA,"MURRAY WILLIAM LAMBERT","23 BENNETT STREET RD 3 WELLSFORD 973","New Zealand","MURRAY WILLIAM LAMBERT","23 BENNETT STREET RD 3 WELLSFORD 973","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6915,Fishing,JOANNE,,"New Zealand","New Zealand",ZMVJ,2064,,70.00,"Other liners","TROL,MWT",15.4,LOA,"WARRICK LLOYD HARRIS","PO BOX 33 RAGLAN 3265","New Zealand","WARRICK LLOYD HARRIS","PO BOX 33 RAGLAN 3265","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6828,Fishing,JOLENE,,"New Zealand","New Zealand",,901425,,1.00,"Other liners","HAND,GILL,UNCL",5.8,LOA,"NATHANIAL PAUL DAVEY","360 STATE HIGHWAY 10 CABLE BAY 420","New Zealand","NATHANIAL PAUL DAVEY","360 STATE HIGHWAY 10 CABLE BAY 420","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2393,Fishing,"JET LAG",,"New Zealand","New Zealand",ZMQ6173,44144,,4.50,"Other liners","HAND,UNCL",8.6,LOA,"ERIN JANE TUANUI","PO BOX 182 KUKUKOPAE OWENGA ROAD CHATHAM ISLANDS 8942","New Zealand","ERIN JANE TUANUI","PO BOX 182 KUKUKOPAE OWENGA ROAD CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4292,Fishing,JOKER,,"New Zealand","New Zealand",ZMS8358,900827,,3.00,"Other liners","TROL,UNCL",7.5,LOA,"JIMMY WILLIAM CHRISTENSEN-MAGUIRE","42 SEAVIEW AVENUE RD 2 FEATHERSTON 5772","New Zealand","JIMMY WILLIAM CHRISTENSEN-MAGUIRE","42 SEAVIEW AVENUE RD 2 FEATHERSTON 5772","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3275,Fishing,"JOINT VENTURE",,"New Zealand","New Zealand",ZMA2823,70921,,9.00,MULTI,UNCL,12.08,LOA,"NATHANIEL JAMES WHAITIRI","KAINGAROA CHATHAM ISLANDS 8942","New Zealand","NATHANIEL JAMES WHAITIRI","KAINGAROA CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
