Name,"Built in Country","Built in Year","IMO Number","WCPFC ID","FFA ID","International Radio Call Sign (IRCS)",MMSI,"Registration Number",Flag,Type,"Registration Start","Registration Period","Current Status","Application Type",Registrant,"Registrant Acting As","Reason for Deregistration","Registration Number","Port of Registry","Vessel Tonnage (GRT)","Hull Material","Vessel Length (LOA)","Vessel Length (PP)","Vessel Length (RL)","Rated Speed","Normal Crew Complement","Engine Model","Total Fuel Carrying Capacity","Total Power of Main Engine or Engines","Power Unit","Fish Hold Capacity","Fish Hold Capacity Unit","Freezer Types","Refrigerant Used Type","Refrigerant Used Capacity","Previous Names","Last Radio Call Sign (IRCS)","Last Flag State Registration Number","Previous Flag","Owner Company Name","Owner Mailing Address","Operator Name","Operator Mailing Address","Vessel Master Name","Vessel Master Nationality","Fishing Master Name","Fishing Master Nationality","Recent side-view vessel photo","Recent plan-view vessel photo"
"FENG HUI 8",China,2013,8668652,10715,36676,BZU5B,412420849,(ZHE)CHUANDENG(JI)(2023)FT-200050,China,Longline,23-Mar-2025,22-Mar-2026,Approved,"Good Standing Foreign","Zhejiang Fenghui Ocean Fisheries Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2023)FT-200050,ZHOUSHAN,460.00,Steel,"41.00 Metres","41.00 Metres","41.00 Metres","11.00 Knots",22,N6210ZC14,"323.00 Kilolitres",735.00,KW,138.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,,,"Zhejiang Fenghui Ocean Fisheries Co., Ltd","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","ZHEJIANG FENGHUI OCEAN FISHERIES CO.,LTD","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","HU JIANBO",China,"HU JIANBO",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/FENG%20HUI%208%20Plan%20view%20picture.jpg
"FENG HUI 7",China,2013,8668640,10714,36682,BZ9VV,412420848,(ZHE)CHUANDENG(JI)(2023)FT-200054,China,Longline,22-Mar-2025,21-Mar-2026,Approved,"Good Standing Foreign","Zhejiang Fenghui Ocean Fisheries Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2023)FT-200054,ZHOUSHAN,460.00,Steel,"41.00 Metres","41.00 Metres","41.00 Metres","11.00 Knots",22,N6210ZC14,"323.00 Kilolitres",735.00,KW,138.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",None,None,None,,"Zhejiang Fenghui Ocean Fisheries Co., Ltd","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","ZHEJIANG FENGHUI OCEAN FISHERIES CO.,LTD","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","ZHAO ZHAOJUN",China,"ZHAO ZHAOJUN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Feng%20Hui%207%20plan%20view%20picture%281%29_2.jpg
"FENG HUI 6",China,2013,8668638,10699,36723,BZ8VV,412420847,(ZHE)CHUANDENG(JI)(2023)FT-200049,China,Longline,22-Mar-2025,21-Mar-2026,Approved,"Good Standing Foreign","Zhejiang Fenghui Ocean Fisheries Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2023)FT-200049,ZHOUSHAN,460.00,Steel,"41.00 Metres","41.00 Metres","41.00 Metres","11.00 Knots",22,N6210ZC14,"323.00 Kilolitres",735.00,KW,138.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,,,"Zhejiang Fenghui Ocean Fisheries Co., Ltd","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","ZHEJIANG FENGHUI OCEAN FISHERIES CO.,LTD","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","LIU CHAOHUI",China,"LIU CHAOHUI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Feng%20Hui%206%20plan%20view%20picture.jpg
"FENG HUI 5",China,2013,8668626,10698,36650,BZ7VV,412420847,(ZHE)CHUANDENG(JI)(2023)FT-200053,China,Longline,22-Mar-2025,21-Mar-2026,Approved,"Good Standing Foreign","Zhejiang Fenghui Ocean Fisheries Co., Ltd",Owner,,(ZHE)CHUANDENG(JI)(2023)FT-200053,ZHOUSHAN,460.00,Steel,"41.00 Metres","41.00 Metres","41.00 Metres","11.00 Knots",22,N6210ZC14,"323.00 Kilolitres",735.00,KW,138.00,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,,,"Zhejiang Fenghui Ocean Fisheries Co., Ltd","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","ZHEJIANG FENGHUI OCEAN FISHERIES CO.,LTD","2F Zhouyu Service Company, 
No.1 Xinghai Road
Shenjiamen St, Putuo District
Free Trade Zone, China","JIANG ZHAN HAI",China,"JIANG ZHAN HAI",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Feng%20Hui%205%20plan%20view%20picture.jpg
"TAI LONG 9",China,2022,9947940,12162,37093,BZYD9,412549536,(LU)CHUANDENG(JI)(2023)FT-200028(HAO),China,"Single Purse Seiner",20-Mar-2025,19-Mar-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(LU)CHUANDENG(JI)(2023)FT-200028(HAO),QINGDAO,1850.00,Steel,"76.73 Metres","66.82 Metres","76.73 Metres","15.60 Knots",38,8DKM-28e,"516.97 Kilolitres",2722.00,KW,1886.54,"Cubic Metres",Brine,R410a,"4000.00 Kg",,,,,"SHANDONG ZHONGLU OCEANIC FISHERIES CO.,LTD","9F SHANDONG HIGH-SPEED BUILDING,NO.29 MIAOLING ROAD,QINGDAO,CHINA","Shandong Zhonglu Oceanic Fisheries Co.,Ltd","9F Shandong High-Speed Building
No.29 Miaoling Rd
Qingdao, China","ZHANG Zhongli",China,"ZHANG Zhongli",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/DECK%20VIEW%20PHOTO-TAI%20LONG%209.jpg
"TAI LONG 7",China,2022,9947938,12163,37092,BZYD7,412549535,(LU)CHUANDENG(JI)(2023)FT-200026(HAO),China,"Single Purse Seiner",20-Mar-2025,19-Mar-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(LU)CHUANDENG(JI)(2023)FT-200026(HAO),QINGDAO,1850.00,Steel,"76.73 Metres",,"76.73 Metres","15.60 Knots",38,8DKM-28e,"516.97 Kilolitres",2722.00,KW,1886.54,"Cubic Metres",Brine,R410a,"4000.00 Kg",,,,,"SHANDONG ZHONGLU OCEANIC FISHERIES CO.,LTD","9F SHANDONG HIGH-SPEED BUILDING,NO.29 MIAOLING ROAD,QINGDAO,CHINA","Shandong Zhonglu Oceanic Fisheries Co.,Ltd","9F Shandong High-Speed Building
No.29 Miaoling Rd
Qingdao, China","SUN Xinsheng",China,"SUN Xinsheng",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/DECK%20VIEW%20PHOTO-TAI%20LONG%207.jpg
"FUKUYO MARU NO.5",Japan,2021,9918389,12030,36995,7KIK,431035000,MG1-2118,Japan,Longline,19-Mar-2025,18-Mar-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,MG1-2118,KESENNUMA,497.00,Steel,"57.43 Metres","50.50 Metres","50.59 Metres","11.60 Knots",25,"NIIGATA 6M28BFT","352.97 Kilolitres",736.00,KW,481.97,"Cubic Metres","Air Coils",R404A,"2300.00 Kg",,,,,"FUKUYO SUISAN CO., LTD","5-2, UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN, JAPAN","FUKUYO SUISAN CO., LTD","5-2, UOICHIBAMAE, KESENNUMA-SHI
MIYAGI-KEN, JAPAN","KINZO KOMATSU",Japan,"KINZO KOMATSU",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Fukuyo%205.jpg
"CHONG MYONG 709","Korea, Republic of",1997,8650746,9882,36077,E5U2352,518402000,1441,"Cook Islands",Longline,18-Mar-2025,17-Mar-2026,Approved,"Good Standing Foreign","J&S INC Shipping Agency",Owner,,1441,AVATIU,138.00,,"28.73 Metres",,"26.28 Metres","10.00 Knots",10,"KTA 19M","55.00 Kilolitres",448.00,KW,90.00,"Metric Tonnes","Air Coils",R507A,"60.00 Kg","EASTERN OCEAN",,,"New Zealand","C. F. Incorporated","P.O. Box 982771
Pago Pago
American Samoa 96799","C. F. INCORPORATED","P.O. BOX 982771
PAGO PAGO
AMERICAN SAMOA 96799","Chung Se Lee","Korea, Republic of","Chung Se Lee","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/Chong%20Myong%20709_planview_2425%20.jpg
"JIN HUI 18",China,2014,9733404,10966,36533,BZU8E,412371194,(HU)CHUANDENG(JI)(2022)FT-200016,China,"Single Purse Seiner",17-Mar-2025,16-Mar-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED",Owner,,(HU)CHUANDENG(JI)(2022)FT-200016,SHANGHAI,1792.00,Steel,"75.34 Metres","66.75 Metres","66.75 Metres","15.80 Knots",38,8DKM-28E,"512.00 Kilolitres",2648.00,KW,1932.41,"Cubic Metres",Brine,F22,"1931.41 Kg",,,,,"Shanghai Kaichuang Deep Sea Fisheries Co.,Ltd","6 FLOOR No.661,ANPU ROAD,SHANGHAI","Shanghai Kaichuang Deep Sea Fisheries Co.,Ltd","6 Floor No.661
Anpu Road
Shanghai
China","ZHOU RONGGEN",China,"ZHOU RONGGEN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/JH%2018%20Plan.jpg
"SAN LAI FA NO.21",Taiwan,1999,8787977,3698,34216,BJ4582,416127600,CT4-2582,Taiwan,Longline,17-Mar-2025,16-Mar-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT4-2582,KAOHSIUNG,76.38,Fibreglass,"27.00 Metres",,,"12.00 Knots",20,JAPAN/MITSUBISHI,"23455.00 Kilolitres",935.00,HP,23.00,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"CHI, GUO-MING","No.37, Fongyu Rd., Linbian Township, Pingtung County 92745, Taiwan (R.O.C.)","GLOBAL FISHERY LIMITED","P.O Box 1872
Honiara
Solomon Islands","TSAI, YIN",Taiwan,"TSAI, YIN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-1.Vessel%20Pictures%202024.jpg
"VIVA FAFA NO.707",Taiwan,1992,9035254,4027,28589,BEBT,416714000,CT8-0065,Taiwan,"Single Purse Seiner",16-Mar-2025,15-Mar-2026,Approved,"Good Standing Foreign","SAMSAN ENTERPRISE COMPANY","Authorised Agent",,CT8-0065,KAOHSIUNG,1760.00,Steel,"78.25 Metres",,"68.75 Metres","17.00 Knots",42,YANMAR,"406611.00 Kilolitres",4000.00,PS,2055.36,"Cubic Metres",Brine,AMMONIA(NH3),"1100000.00 Kg",,,,,"Viva Fafa Fishery Co.,Ltd","2F.,No.3, Yungang E. 2nd Rd.,Qianzhen Dist.,
Kaohsiung City 80672
Taiwan","SOUTH SEAS TUNA CORPORATION LTD","P.O. Box 376
Port Moresby
National Capital District
Papua New Guinea","Lin Chin Ta",Taiwan,"JIWON PARK",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/376753.jpg
"F/V VEERA",Japan,1990,9009748,1890,26880,4DME-6,548636700,12-0003636,Philippines,"Single Purse Seiner",16-Mar-2025,15-Mar-2026,Approved,"Good Standing Foreign","Bluecatch Corporation",Owner,,12-0003636,"GENERAL SANTOS",673.00,Steel,"63.51 Metres",,"56.37 Metres","14.00 Knots",27,"DAIHATSU 6DKM-32","414.00 Kilolitres",1985.09,HP,850.00,"Metric Tonnes",Brine,"R12 (Freon)","1500.00 Kg","GENPUKU MARU NO. 18",,,,"Bluecatch Corporation","Purok Eslome, Kablacan
MAASIM
Sarangani Province
Philippines","BLUECATCH CORPORATION","Purok Eslome, Kablacan
Maasim
Sarangani Province
Philippines","Catalino Alaban",Philippines,"Pyeonglok Kim","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/VEERA%20-%20PLAN%20VIEW.jpg
"KOO'S 103",Taiwan,2022,9953389,12099,37032,V7A5001,538060023,60023,"Marshall Islands","Single Purse Seiner",16-Mar-2025,15-Mar-2026,Approved,"Good Standing Foreign","Koo's Fishing Company Ltd",Owner,,60023,JALUIT,1750.00,Steel,"66.62 Metres",,,"13.50 Knots",30,,,2648.00,KW,900.00,"Metric Tonnes",Brine,R410a,"900.00 Kg",,,,,"KOO'S FISHING COMPANY LIMITED","P.O. BOX 321 MAJURO MH96960, REPUBLIC OF THE MARSHALL ISLANDS","KOO'S FISHING COMPANY LIMITED","P.O. Box 321
Majuro MH96960
Republic of the Marshall Islands","Hung, Chih-Chien",Taiwan,"Hung, Chih-Chien",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1741398779213.jpg
"PURPLE LILAC 888",Italy,1980,7820722,10045,36210,P2V5408,553111638,001210,"Papua New Guinea","Single Purse Seiner",13-Mar-2025,12-Mar-2026,Approved,"Good Standing Foreign","Frabelle PNG Limited",Owner,,001210,"PORT MORESBY",1799.93,Steel,"76.52 Metres",,,"17.00 Knots",30,"DEUTZ SBV","400.00 Kilolitres",3000.00,HP,1284.66,"Metric Tonnes","Air Coils",R22,"2000.00 Kg",,,,,"Frabelle PNG Limited","Section 227 Lot 1 Speybank Street
LAE CITY
Papua New Guniea","Frabelle PNG Limited","Section 227 Lot 1 Speybank Street
LAE CITY
Papua New Guniea","Tairon Magnate",Philippines,"Tairon Magnate",Philippines,,https://vessel-register.ffa.int/sites/default/files/vsr_files/IMG-20250219-WA0004.jpg
"TAIYO CHUUK",Japan,2010,9567465,9698,35978,V6PTC,510057000,VR0134,"Micronesia, Federated States of","Single Purse Seiner",13-Mar-2025,12-Mar-2026,Approved,"Good Standing Foreign","National Fisheries Corporation","Authorised Agent",,VR0134,POHNPEI,1788.00,Steel,"79.61 Metres",,,"15.20 Knots",34,"AKASAKA 6AH40AKD","1781.00 Kilolitres",2942.00,KW,1781.93,"Cubic Metres",,NH3/Ammonia,"3000.00 Kg","Fuji Maru #2",7JGM,S01-1260,Japan,"Taiyo Micronesia Corporation","Kapwarsou Str NFC Building
P O Box R, Kolonia 
Pohnpei FM 96941
The Federated States of Micronesia","TAIYO MICRONESIA CORPORATION","Kapwarsou Str NFC Building
P O Box R, Kolonia 
Pohnpei FM 96941
The Federated States of Micronesia","Atsushi Fukuoka",Japan,"Kazunori Oyama",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Aerial%20View.jpg
"SERENA 1",Taiwan,2000,9220299,4430,34460,YJRJ7,576575000,1215,Vanuatu,"Single Purse Seiner",12-Mar-2025,11-Mar-2026,Approved,"Good Standing Foreign","SAJO INDUSTRIES CO., LTD",Owner,,1215,"PORT VILA",2031.00,Steel,"79.89 Metres","72.94 Metres","73.58 Metres","18.00 Knots",28,"DAIHATSU 6DKM-36L","555.77 Kilolitres",4500.00,PS,1848.91,"Cubic Metres",Brine,"R717 (Ammonia)","3000.00 Kg",,,,,"SAJO VANUATU LTD","International Building
No.5 Whalf Road
PORT VILA
Vanuatu","SAJO VANUATU LTD","International Building
No.5 Whalf Road
PORT VILA
Vanuatu","JEONGMIN,KIM","Korea, Republic of","JEONGMIN,KIM","Korea, Republic of",,https://vessel-register.ffa.int/sites/default/files/vsr_files/SERENA%201%20PICTURE%202_1.jpg
"YI TIAN",Taiwan,2003,8629254,3920,35227,BH3368,416142600,CT6-1368,Taiwan,Longline,12-Mar-2025,11-Mar-2026,Approved,"Good Standing Foreign","Ming Dar Fishery Co., Ltd","Authorised Agent",,CT6-1368,KAOHSIUNG,382.00,Fibreglass,"41.00 Metres","36.38 Metres","36.38 Metres","11.50 Knots",28,"Matsui ML626GSC-4","98.86 Kilolitres",1000.00,HP,380.00,"Cubic Metres","Air Coils",R22,"1300.00 Kg","Yang Shun No.8",None,None,,"HONGSHENG FISHERIES CO.,LTD","2F.-2, No. 82, Houping Rd.,
 Qianzhen Dist., 
Kaohsiung City 806039 
Taiwan","HONGSHENG FISHERIES CO.,LTD","2F.-2, No. 82, Houping Rd.
Qianzhen Dist.,
Kaohsiung City 806039 
Taiwan","HUANG CHIA EN",Taiwan,"HUANG CHIA EN",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Deck-Yi%20Tian.jpg
PINGTAIRONG13,China,2010,9619244,9923,36102,BZ9VD,412420238,(ZHE)CHUANDENG(JI)(2021)FT-200023,China,Longline,10-Mar-2025,09-Mar-2026,Approved,"Good Standing Foreign","PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.",Owner,,(ZHE)CHUANDENG(JI)(2021)FT-200023,ZHOUSHAN,297.00,Steel,"40.50 Metres","35.20 Metres","36.34 Metres","10.50 Knots",17,XCW6200ZC,"121.31 Kilolitres",698.00,KW,239.58,"Cubic Metres","Air Coils",R22,"4000.00 Kg",,,,,"PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING, NO.9 WEST DONGHAI RD., SHENJIAMEN STREET, PUTUO DISTRICT, ZHOUSHAN CITY","PINGTAIRONG OCEAN FISHERY GROUP CO.,LTD.","FLOOR 10-11TH, PUTUO MARINE & FISHERIES BUILDING
NO.9 WEST DONGHAI RD., SHENJIAMEN STREET
PUTUO DISTRICT, ZHOUSHAN CITY, CHINA","WENG BIN",China,"WENG BIN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/PTR13%20Photo%203.jpg
"TOKUEI MARU NO.17",Japan,2016,9810745,11516,36772,7JXY,431410000,ME1-965,Japan,"Pole and Line",10-Mar-2025,09-Mar-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,ME1-965,OWASE,499.00,Steel,"64.75 Metres",,"56.87 Metres","12.80 Knots",30,LA28ARG,"348.23 Kilolitres",1471.00,KW,618.07,"Cubic Metres",Brine,NH3,"3200.00 Kg",,,,,"Okinaka,Hiroki","1-9,NAKAMURA-CHO,OWASE-SHI,MIE-KEN,JAPAN","Okinaka,Hiroki","1-9,NAKAMURA-CHO
OWASE-SHI, MIE-KEN
JAPAN","Kusuki,Satoru",Japan,"Kusuki Kenichi",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo%202-Tokuei%2017.jpg
"JIN JINN YI NO.168",Taiwan,2012,8661836,10291,36292,BH3665,416239700,CT6-1665,Taiwan,Longline,10-Mar-2025,09-Mar-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT6-1665,KAOHSIUNG,213.00,Fibreglass,"36.80 Metres",,,"12.00 Knots",20,JAPAN/MITSUBISHI,"76109.00 Kilolitres",1032.00,HP,240.30,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"HSIAO, YIN-CHUN","No.91, Mingli Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)","GLOBAL FISHERY LIMITED","P.O.BOX 1872
HONIARA
SOLOMON ISLANDS","TSAI CHENG HUNG",Taiwan,"TSAI CHENG HUNG",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-1.Vessel%20Pictures%20%284%29.jpg
"FUKUYO MARU NO.7",Japan,2013,9689859,10774,36489,7JPQ,432942000,MG1-2072,Japan,Longline,10-Mar-2025,09-Mar-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,MG1-2072,KESENNUMA,436.00,Steel,"57.43 Metres","50.50 Metres","50.59 Metres","11.60 Knots",24,"NIIGATA 6M28BFT","331.04 Kilolitres",736.00,KW,445.87,"Cubic Metres","Air Coils","R717 (Ammonia)","1660.00 Kg",,,,Japan,"FUKUYO SUISAN CO., LTD","5-2 UOICHIBAMAE, KESENNUMA-SHI, MIYAGI-KEN, JAPAN","FUKUYO SUISAN CO., LTD","5-2 UOICHIBAMAE, KESENNUMA-SHI
MIYAGI-KEN, JAPAN","SHUETSU ONODERA",Japan,"HIDEKI OKIKAWA",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Fukuyo%207.jpg
"QUEEN ISABELLA 88",Taiwan,2016,9803479,11387,36716,V6PQI88,510069000,VR0149,"Micronesia, Federated States of","Single Purse Seiner",08-Mar-2025,07-Mar-2026,Approved,"Good Standing Foreign","Citypro Management Limited",Owner,,VR0149,POHNPEI,1562.00,Steel,"70.59 Metres",,,"15.00 Knots",40,"NIIGATA 6MG34HX","419.00 Kilolitres",3600.00,HP,1603.00,"Cubic Metres",Brine,"R717 (Ammonia)","2800.00 Kg",,,,,"Citypro Management Limited","P O Box 1833,
KOLONIA
Phonpei, FM96941
Federated States of Micronesia","Citypro Management Limited","P O Box 1833,
KOLONIA
Phonpei, FM96941
Federated States of Micronesia","WU, TUNG-CHI",Taiwan,"WU, TUNG-CHI",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/171776_0.jpg
"MEIHO MARU NO.37",Japan,2017,9830707,11643,36812,7KAV,431579000,MG1-2105,Japan,"Pole and Line",07-Mar-2025,06-Mar-2026,Approved,"Good Standing Foreign","Meiho Gyogyo Co. Ltd",Owner,,MG1-2105,SHIOGAMA,499.00,Steel,"65.45 Metres","56.77 Metres","56.87 Metres","12.80 Knots",30,"AKASAKA E28BSFD","343.00 Kilolitres",1471.00,KW,592.70,"Cubic Metres",Brine,"R717 (Ammonia)","3200.00 Kg",,,,,"Meiho Gyogyo Co. Ltd","2-9-34 Shinhama-Cho,
Shiogama City, Miyagi Pref
Japan 985-0001","Meiho Gyogyo Co. Ltd","2-9-34 Shinhama-Cho,
Shiogama City, Miyagi Pref
Japan 985-0001","SHOTA FUJITA",Japan,"TADASUKE TOYAMA",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/%E3%82%AA%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0_1.JPG
"HAI FENG 668",Japan,1989,8800236,10563,36667,YJXQ9,577621000,2702,Vanuatu,"Fish Carrier/Reefer",06-Mar-2025,05-Mar-2026,Approved,"Good Standing Foreign","Zhongyu Global Seafood Corp.",Owner,,2702,"PORT VILA",4970.00,Steel,"124.70 Metres","117.31 Metres","117.31 Metres","15.50 Knots",24,"MITSUBISHI 6UEC45LA","1300.00 Kilolitres",5150.00,KW,7684.00,"Cubic Metres","Air Coils",R22,"2000.00 Kg","HAI FENG 668",3EIN8,46688-15,Panama,"Mexon Shipping Limited","7th Floor, Building 19, Block 18
188 West Road, South 4th Ring Road
Fengtai Dist, Beijing
China","Mexon Shipping Limited","7th Floor, Building 19, Block 18
188 West Road, South 4th Ring Road
Fengtai Dist, Beijing
China","Huiqing Xun",China,"Huiqing Xun",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/37c769872f2b4cb1c4c25fe0296634a.jpg
"JIN JINN YI NO.36",Taiwan,2010,8749080,9761,36015,BG3687,416004085,CT5-1687,Taiwan,Longline,06-Mar-2025,05-Mar-2026,Approved,"Good Standing Foreign","Global Fishery Limited (SI)","Authorised Agent",,CT5-1687,KAOHSIUNG,195.00,Fibreglass,"35.65 Metres",,,"12.50 Knots",20,JAPAN/MITSUBISHI,"59323.00 Kilolitres",1032.00,HP,261.14,"Cubic Metres","Air Coils",R417A,"60.00 Kg",,,,,"JIAN, LI-MEI","No. 21, Ln. 183, Xianlong Rd., Xinyuan Township, Pingtung County 932013 , Taiwan (R.O.C.)","GLOBAL FISHERY LIMITED","P.O Box 1872
Honiara
Solomon Islands","HUANG SHENG HSIANG",Taiwan,"HUANG SHENG HSIANG",Taiwan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/1-1.Vessel%20Pictures2024_0.jpg
LIAOYUANYU101,China,2019,9903607,11907,36932,BZZH,412549221,(ZHE)CHUANDENG(JI)(2024)FT-200228,China,Longline,05-Mar-2025,04-Mar-2026,Approved,"Good Standing Foreign","HuaKe Technology Services (Fiji) LIMITED","Authorised Agent",,(ZHE)CHUANDENG(JI)(2024)FT-200228,ZHOUSHAN,554.00,Steel,"52.06 Metres",,"44.80 Metres","12.00 Knots",20,WHM8200C1599-1,"280.00 Kilolitres",1176.00,KW,352.56,"Cubic Metres","Air Coils",R134a,"6000.00 Kg",,,,,"Zhoushan Enze Marine Fisheries CO.,LTD.","Station18, Room 401, Building 2
No.3, Shanghui Road, Ganlan Town
Dinghai District, Zhoushan City
Zhejiang Province, CHINA","Zhoushan Enze Marine Fisheries Co.,LTD.","Station 18, Rm 401, Building 2
No.3, Shanghui Road, Ganlan Town
Dinghai District, Zhoushan City
Zhejiang Province, China","LIN FENG MIN",China,"LIN FENG MIN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/LYY101%20Recent%20Plan-view%20vessel%20photo_0.jpg
"YAHATA MARU NO.5",Japan,2012,9658549,10534,36867,7JMJ,432878000,MG1-2062,Japan,Longline,05-Mar-2025,04-Mar-2026,Approved,"Good Standing Foreign","Japan Tuna Fisheries Co-operative Association","Authorised Agent",,MG1-2062,KESENNUMA,439.00,Steel,"57.10 Metres","49.50 Metres","49.99 Metres","12.75 Knots",25,"NIIGATA 6M28BFT","335.46 Kilolitres",736.00,KW,458.40,"Cubic Metres","Air Coils",R404A,"1300.00 Kg",,,,,"KABUSHIKI KAISHA YAHATA SUISAN","156,SHIBITACHI,KARAKUWA-CHO,KESENNUMA-SHI,MIYAGI,JAPAN","KABUSHIKI KAISHA YAHATA SUISAN","156, SHIBITACHI, KARAKUWA-CHO
KESENNUMA-SHI, MIYAGI
JAPAN","Chiba,Takayuki",Japan,"ISAO MURAKAMI",Japan,,https://vessel-register.ffa.int/sites/default/files/vsr_files/Photo2-Yahata%205.jpg
"FONG KUO NO.688",Taiwan,2014,9764271,11247,36646,BL2151,416253900,CT8-0151,Taiwan,"Single Purse Seiner",05-Mar-2025,04-Mar-2026,Approved,"Good Standing Foreign","Fong Kuo Fishery Co., Ltd",Owner,,CT8-0151,KAOHSIUNG,1429.00,Steel,"71.79 Metres","61.85 Metres","63.50 Metres","14.40 Knots",40,"DAIHATSU 8DKM-28e","414.18 Kilolitres",3600.00,PS,1485.00,"Cubic Metres",Brine,"AMMONIA (NH3)","1000000.00 Kg",,,,,"Fong Kuo Fishery Co., Ltd","Room 423,4F.,No.3 Yu Kang E. 2nd Rd.,Chien Chen District, Kaohsiung City 80672, Taiwan(R.O.C)","Fong Kuo Fishery Co., Ltd","Room 423, 4F., No.3 Yu Kang East 2nd Road
Chien Chen District
Kaohsiung City 80672
Taiwan (R.O.C)","HU MING HSUEH",Taiwan,"MIAO,BAOCHUN",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/FK688-%E7%94%B2%E6%9D%BF%E7%85%A7.jpg
"MARIBO 62",China,2025,1071135,12384,37285,T3GV,529052000,K-30119,Kiribati,"Single Purse Seiner",01-Mar-2025,28-Feb-2026,Approved,"Good Standing Foreign","KIRIBATI BLUE PACIFIC COMPANY LIMITED",Owner,,K-30119,TARAWA,1898.00,Steel,"74.90 Metres",,,"15.00 Knots",38,6EY33W,"518.00 Kilolitres",2750.00,KW,1260.00,"Cubic Metres",Brine,NH3,"500.00 Kg",,,,,"KIRIBATI BLUE PACIFIC COMPANY LIMITED","Betio wharf,Betio,Tarawa,Republic of Kiribati","KIRIBATI BLUE PACIFIC COMPANY LIMITED","Betio wharf
Betio, Tarawa
Republic of Kiribati","Jiang Gaojie",China,"Jiang Gaojie",China,,https://vessel-register.ffa.int/sites/default/files/vsr_files/PLAN%20VIEW.jpg
